ticker,price
CIFRW,1.37
CIG,2.365
CIGI,123.3801
CII,19.515
CIK,3.01
CIM,4.56
CIM^A,21.31
CIM^B,24.475
CIM^C,20.74
CIM^D,24.02
CINF,118.775
CING,1.09
CINGW,0.0211
CINT,4.26
CIO,4.815
CIO^A,18.5406
CION,10.55
CISO,1.225
CISS,0.0291
CITE,11.09
CITEW,0.0869
CIVB,14.95
CIVI,75.26
CIX,38.01
CJET,0.5099
CJJD,3.18
CKPT,1.9
CKX,13.2619
CL,88.8
CLAR,7.03
CLB,16.7282
CLBK,16.585
CLBR,10.25
CLBT,11.675
CLBTW,2.44
CLCO,11.28
CLDI,0.63
CLDT,10.21
CLDT^A,22.0
CLDX,41.89
CLEU,1.1801
CLF,21.465
CLFD,30.03
CLGN,5.02
CLH,196.91
CLIR,0.9702
CLLS,2.5342
CLM,7.3697
CLMB,70.0001
CLMT,14.67
CLNE,2.5762
CLNN,0.4112
CLNNW,0.06
CLOE,12.1401
CLOV,0.8802
CLPR,4.49
CLPS,1.02
CLPT,6.865
CLRB,3.87
CLRC,11.23
CLRCR,0.0995
CLRO,1.839
CLS,47.04
CLSD,1.778
CLSK,20.6508
CLST,12.02
CLVR,3.6999
CLVRW,0.0351
CLVT,7.38
CLVT^A,29.91
CLW,42.11
CLWT,1.4262
CLX,147.31
CM,50.67
CMA,52.88
CMAX,6.365
CMAXW,0.0372
CMBM,4.66
CMC,59.07
CMCA,11.01
CMCL,10.855
CMCM,2.3
CMCO,43.16
CMCSA,42.705
CMCT,3.64
CME,215.7925
CMG,2914.48
CMI,293.71
CMLS,3.525
CMMB,0.7651
CMND,1.211
CMP,17.64
CMPO,6.895
CMPOW,0.5694
CMPR,93.42
CMPS,9.555
CMPX,2.19
CMRE,11.33
CMRE^B,25.3891
CMRE^C,25.7
CMRE^D,26.3
CMRE^E,26.52
CMRX,0.955
CMS,58.91
CMS^B,80.52
CMS^C,20.78
CMSA,24.8701
CMSC,25.35
CMSD,25.17
CMT,19.8272
CMTG,9.83
CMTL,3.27
CMU,3.31
CNA,43.89
CNC,77.05
CNDA,10.5125
CNDB,12.24
CNDT,3.3725
CNET,0.87
CNEY,1.06
CNF,2.15
CNFR,1.11
CNFRZ,13.03
CNHI,12.805
CNI,133.58
CNK,17.82
CNM,57.27
CNMD,75.68
CNNE,22.56
CNO,26.99
CNO^A,22.14
CNOB,19.45
CNOBP,19.935
CNP,28.12
CNQ,74.38
CNS,76.13
CNSL,4.325
CNSP,0.3628
CNTA,12.13
CNTB,1.22
CNTG,0.709
CNTX,1.14
CNTY,2.86
CNVS,1.36
CNX,22.615
CNXA,0.2452
CNXC,63.17
CNXN,65.38
COCH,4.085
COCHW,0.1002
COCO,24.905
COCP,1.51
CODA,5.71
CODI,24.06
CODI^A,25.185
CODI^B,25.52
CODI^C,25.2167
CODX,1.1389
COE,6.91
COEP,0.3231
COEPW,0.0334
COF,142.38
COF^I,20.86
COF^J,19.79
COF^K,19.82
COF^L,18.29
COF^N,17.98
COFS,25.835
COGT,6.79
COHN,7.03
COHR,63.27
COHU,31.13
COIN,266.51
COKE,883.37
COLB,18.735
COLD,25.14
COLL,39.8
COLM,78.91
COMM,1.435
COMP,3.59
CONN,3.52
CONX,10.58
CONXU,10.19
CONXW,0.2
COO,101.78
COOK,2.545
COOL,10.92
COOLU,10.94
COOLW,0.12
COOP,77.42
COP,122.6382
COR,242.59
CORT,24.83
CORZ,3.51
CORZW,1.4201
CORZZ,2.3007
COSM,0.6599
COST,749.31
COTY,11.995
COUR,14.47
COYA,9.95
CP,90.32
CPA,104.46
CPAC,6.35
CPB,43.075
CPBI,10.29
CPE,34.99
CPF,19.2
CPG,7.91
CPHC,21.85
CPHI,0.391
CPIX,1.85
CPK,104.84
CPLP,18.02
CPNG,18.46
CPOP,3.37
CPRI,45.51
CPRT,57.64
CPRX,17.03
CPS,15.7806
CPSH,1.86
CPSS,7.6229
CPT,98.89
CPTN,2.8396
CPTNW,0.0092
CPZ,15.2399
CQP,50.44
CR,134.96
CRAI,142.88
CRBG,27.465
CRBP,39.02
CRBU,5.33
CRC,56.365
CRCT,5.085
CRD/A,9.01
CRD/B,8.62
CRDF,5.011
CRDL,1.51
CRDO,22.16
CREG,1.18
CRESW,0.48
CRESY,8.735
CREV,18.368
CREVW,0.09
CREX,3.77
CRF,7.335
CRGO,2.525
CRGOW,0.1
CRGX,26.37
CRGY,11.295
CRH,85.77
CRI,84.69
CRIS,10.75
CRK,8.255
CRKN,0.06
CRL,272.66
CRM,310.09
CRMD,3.845
CRML,12.03
CRMLW,0.1398
CRMT,66.4
CRNC,15.18
CRNT,3.075
CRNX,45.1565
CRON,2.405
CROX,139.38
CRS,68.39
CRSP,74.47
CRSR,12.35
CRT,12.5211
CRTO,35.48
CRUS,91.42
CRVL,255.91
CRVO,22.1249
CRVS,1.89
CRWD,330.57
CRWS,5.571
CSAN,13.32
CSBR,5.25
CSCO,49.985
CSGP,96.97
CSGS,51.5
CSIQ,19.06
CSL,386.84
CSLM,11.02
CSLR,0.65
CSPI,22.21
CSQ,16.38
CSR,57.23
CSR^C,23.9
CSSE,0.1598
CSSEL,0.0064
CSSEN,3.77
CSSEP,0.414
CSTE,3.84
CSTL,20.86
CSTM,20.93
CSTR,19.61
CSV,26.745
CSWC,24.1699
CSWCZ,25.8001
CSWI,240.52
CSX,37.74
CTA^A,57.4622
CTA^B,71.97
CTAS,644.17
CTBB,10.205
CTBI,40.58
CTCX,2.95
CTCXW,0.137
CTDD,10.61
CTGO,20.6089
CTHR,0.375
CTKB,6.685
CTLP,6.255
CTLT,56.285
CTM,0.2989
CTMX,2.24
CTNT,1.68
CTO,16.99
CTO^A,21.0
CTOS,5.545
CTR,40.9
CTRA,27.425
CTRE,24.005
CTRM,0.4083
CTRN,27.62
CTS,45.88
CTSH,73.2
CTSO,0.87
CTV,2.31
CTVA,55.6
CTXR,0.7593
CUBA,2.87
CUBB,19.54
CUBE,43.7
CUBI,54.4
CUBI^E,25.2045
CUBI^F,25.29
CUE,1.92
CUK,15.3995
CULL,10.3745
CULP,4.58
CURI,0.8511
CURIW,0.0198
CURV,4.065
CUTR,2.26
CUZ,23.725
CVAC,3.03
CVBF,17.325
CVCO,396.27
CVCY,19.28
CVE,19.212
CVEO,25.02
CVGI,6.31
CVGW,28.96
CVI,37.03
CVII,10.69
CVIIU,10.55
CVIIW,0.295
CVKD,0.62
CVLG,45.77
CVLT,100.42
CVLY,22.78
CVM,1.945
CVNA,88.0712
CVR,15.0
CVRX,21.26
CVS,78.2779
CVU,2.43
CVV,4.84
CVX,154.7798
CW,246.23
CWAN,17.335
CWBC,15.2
CWCO,29.7299
CWD,1.0999
CWEN,21.42
CWH,25.67
CWK,10.22
CWST,99.19
CWT,46.86
CX,8.455
CXAI,2.68
CXAIW,0.2
CXDO,4.9
CXE,3.5788
CXH,7.66
CXM,13.4756
CXT,61.09
CXW,15.95
CYBN,0.4057
CYBR,269.83
CYCC,2.21
CYCCP,17.38
CYCN,3.25
CYD,8.9
CYH,3.49
CYN,0.16
CYRX,16.28
CYTH,1.46
CYTHW,0.29
CYTK,66.85
CYTO,1.68
CZFS,44.7039
CZNC,18.39
CZOO,4.84
CZR,41.9
CZWI,12.305
D,48.72
DAC,71.375
DADA,2.405
DAIO,3.4975
DAKT,9.54
DAL,45.35
DALN,3.91
DAN,12.288
DAO,4.08
DAR,46.18
DARE,0.4884
DASH,137.28
DATS,1.4822
DATSW,0.0807
DAVA,38.21
DAVE,38.99
DAVEW,0.061
DAWN,15.01
DAY,71.57
DB,15.2002
DBD,35.54
DBGI,3.6399
DBI,10.4
DBL,15.235
DBRG,19.2
DBRG^H,23.97
DBRG^I,23.988
DBRG^J,24.2416
DBVT,0.785
DBX,24.395
DC,2.235
DCBO,51.67
DCF,8.56
DCFC,0.0681
DCFCW,0.03
DCGO,3.89
DCI,74.95
DCO,51.33
DCOM,19.38
DCOMP,17.7899
DCPH,15.8
DCTH,4.57
DD,75.095
DDC,1.38
DDD,4.65
DDI,12.88
DDL,1.215
DDOG,123.55
DDS,456.29
DDT,26.4713
DE,397.72
DEA,11.42
DEC,11.66
DECA,8.58
DECAU,8.86
DECAW,0.051
DECK,951.65
DEI,14.145
DELL,113.998
DENN,9.02
DEO,146.57
DERM,3.76
DESP,11.98
DFH,39.9132
DFIN,62.5875
DFLI,0.531
DFLIW,0.023
DFP,19.13
DFS,126.1
DG,154.96
DGHI,1.4191
DGICA,14.02
DGICB,13.11
DGII,30.01
DGLY,2.6925
DGX,128.45
DH,7.92
DHAC,11.6
DHACW,0.17
DHAI,1.17
DHAIW,0.031
DHC,2.565
DHCNI,15.12
DHCNL,16.15
DHF,2.37
DHI,162.3203
DHIL,150.31
DHR,254.375
DHT,11.365
DHX,2.54
DHY,2.02
DIAX,14.55
DIBS,6.0
DIN,45.9123
DINO,61.355
DIOD,68.36
DIS,116.79
DIST,10.7236
DIT,192.0
DJCO,370.05
DK,30.535
DKL,41.09
DKNG,47.75
DKS,224.1
DLA,3.12
DLB,84.46
DLHC,14.255
DLNG,2.81
DLNG^A,25.3
DLNG^B,26.39
DLO,15.6
DLPN,1.4
DLR,141.195
DLR^J,22.8199
DLR^K,23.9699
DLR^L,22.75
DLTH,4.97
DLTR,127.07
DLX,20.88
DLY,15.7
DM,0.7616
DMA,7.6
DMAC,2.71
DMB,10.2999
DMF,6.76
DMLP,33.2
DMO,11.61
DMRC,27.71
DMTK,0.713
DMYY,10.63
DNA,1.126
DNB,9.73
DNLI,21.28
DNMR,1.205
DNN,1.9502
DNOW,14.885
DNP,9.06
DNTH,27.96
DNUT,12.275
DO,13.175
DOC,17.735
DOCN,40.66
DOCS,27.68
DOCU,58.77
DOGZ,6.9
DOLE,12.06
DOMA,4.5616
DOMH,2.3
DOMO,9.305
DOOO,63.25
DOOR,131.58
DORM,93.48
DOUG,1.7131
DOV,177.27
DOW,57.855
DOX,92.88
DOYU,0.75
DPCS,10.95
DPG,9.255
DPRO,0.1757
DPSI,8.7215
DPZ,455.0
DQ,27.375
DRCT,29.615
DRD,8.015
DRH,9.655
DRH^A,26.42
DRI,163.92
DRIO,1.43
DRMA,0.4011
DRQ,24.71
DRRX,1.26
DRS,22.35
DRTS,3.0
DRTSW,0.25
DRUG,1.2
DRVN,15.385
DSGN,3.165
DSGR,35.825
DSGX,94.28
DSKE,8.27
DSL,12.675
DSM,5.86
DSP,10.13
DSS,1.905
DSU,11.115
DSWL,2.22
DSX,2.96
DSX^B,26.74
DT,46.61
DTB,21.2103
DTC,2.24
DTCK,1.09
DTE,109.58
DTF,10.755
DTG,21.3
DTI,2.9
DTIL,12.365
DTM,59.085
DTSS,7.53
DTST,7.3
DTSTW,1.13
DTW,25.0
DUK,95.39
DUK^A,25.44
DUKB,25.4694
DUO,0.4787
DUOL,243.755
DUOT,4.822
DV,33.91
DVA,135.995
DVAX,12.305
DVN,48.335
DWAC,44.05
DWACU,51.3
DWACW,19.91
DWSN,1.46
DX,12.29
DX^C,24.6401
DXC,20.9
DXCM,133.5701
DXF,0.3293
DXLG,3.32
DXPE,52.74
DXR,8.38
DXYN,0.6267
DY,142.57
DYAI,1.5999
DYCQU,10.16
DYN,28.94
DYNT,0.45
DZSI,1.31
E,31.17
EA,133.35
EAD,6.6499
EAF,1.555
EAI,23.5179
EARN,6.745
EAST,1.0853
EAT,46.18
EB,5.72
EBAY,51.925
EBC,13.44
EBF,20.77
EBMT,12.965
EBON,9.42
EBR,8.555
EBS,2.5
EBTC,25.2072
EC,10.8999
ECAT,17.01
ECBK,13.02
ECC           ,10.0487
ECC^D,19.97
ECCC,21.77
ECCF,25.0
ECCV,22.5
ECCW,23.9179
ECCX,24.4008
ECDA,1.0
ECF,8.1383
ECF^A,22.53
ECL,228.67
ECO,30.495
ECOR,6.4371
ECPG,47.125
ECVT,10.13
ECX,2.005
ECXWW,0.0301
ED,89.2
EDAP,7.485
EDBL,0.2934
EDBLW,0.0141
EDD,4.795
EDF,5.38
EDIT,7.96
EDN,18.55
EDR,25.445
EDRY,22.99
EDSA,4.11
EDTK,0.97
EDU,95.515
EDUC,2.0
EE,16.22
EEA,8.84
EEFT,109.73
EEIQ,1.0
EEX,6.25
EFC,11.82
EFC^A,24.057
EFC^B,21.05
EFC^C,25.18
EFC^D,21.4224
EFC^E,25.2894
EFOI,1.73
EFR,13.0
EFSC,39.66
EFSCP,19.99
EFSH,1.7
EFT,13.17
EFTR,12.8257
EFTRW,0.14
EFX,269.665
EFXT,5.97
EG,386.34
EGAN,6.48
EGBN,22.72
EGF,9.445
EGHT,2.775
EGIO,9.17
EGLE,63.67
EGO,13.325
EGOX,0.0488
EGP,180.425
EGRX,5.46
EGY,6.13
EH,17.5575
EHAB,11.26
EHC,76.95
EHI,7.065
EHTH,5.83
EIC,15.7999
EICA,23.6
EICB,25.0559
EIG,44.51
EIGR,6.325
EIM,10.3
EIX,70.65
EJH,1.2
EKSO,1.4594
EL,146.695
ELA,4.45
ELAB,0.76
ELAN,16.245
ELBM,0.5043
ELC,23.32
ELDN,1.76
ELEV,4.52
ELF,205.77
ELLO,16.44
ELMD,17.27
ELME,13.72
ELP,8.04
ELPC,7.14
ELS,65.41
ELSE,4.05
ELTK,11.69
ELTX,6.78
ELUT,3.3
ELV,514.02
ELVA,3.9993
ELVN,17.97
ELWS,0.5914
ELYM,2.78
EM,0.6279
EMBC,12.79
EMCG,11.14
EMCGW,0.0127
EMD,9.29
EME,346.13
EMF,11.8535
EMKR,0.3927
EML,31.0
EMLD,10.48
EMLDW,0.1205
EMN,94.32
EMO,39.795
EMP,24.2191
EMR,113.24
EMX,1.742
ENB,35.905
ENFN,9.32
ENG,1.745
ENGN,17.7
ENGNW,5.26
ENIC,2.94
ENJ,22.78
ENLC,13.185
ENLT,17.82
ENLV,3.7791
ENO,24.69
ENOV,60.66
ENPH,115.62
ENR,28.17
ENS,92.33
ENSC,0.8229
ENSG,123.57
ENSV,0.2089
ENTA,14.54
ENTG,142.345
ENTX,1.7
ENV,57.4
ENVA,63.03
ENVB,1.18
ENVX,8.405
ENX,9.7
ENZ,1.23
EOD,4.66
EOG,125.615
EOI,18.6357
EOLS,13.78
EOS,20.3741
EOSE,1.06
EOSEW,0.189
EOT,16.66
EP,5.29
EP^C,47.53
EPAC,34.67
EPAM,284.385
EPC,37.8
EPD,28.82
EPIX,9.185
EPM,6.044
EPOW,0.9
EPR,41.54
EPR^C,19.35
EPR^E,28.28
EPR^G,19.86
EPRT,25.79
EPSN,5.16
EQ,2.755
EQBK,33.23
EQC,18.945
EQC^D,25.19
EQH,36.63
EQH^A,23.04
EQH^C,18.38
EQIX,810.095
EQNR,26.7909
EQR,62.85
EQS,1.49
EQT,34.155
EQX,5.395
ERAS,2.16
ERC,9.375
ERF,18.97
ERH,9.26
ERIC,5.525
ERIE,409.64
ERII,15.835
ERJ,24.801
ERNA,2.33
ERO,18.995
ES,58.53
ESAB,107.98
ESCA,13.55
ESE,102.94
ESEA,36.3
ESGL,0.4426
ESGLW,0.0063
ESGR,303.355
ESGRO,25.16
ESGRP,25.765
ESHA,10.34
ESI,24.795
ESLA,1.16
ESLAW,0.0698
ESLT,204.66
ESNT,58.25
ESOA,8.2444
ESP,25.0655
ESPR,2.145
ESQ,48.4314
ESRT,10.05
ESS,240.54
ESSA,18.04
ESTA,48.94
ESTC,101.02
ET,15.545
ET^E,25.26
ET^I,10.96
ETAO,0.2679
ETB,13.625
ETD,33.26
ETG,18.28
ETI^,25.08
ETJ,8.4
ETN,314.65
ETNB,11.64
ETO,25.1439
ETON,3.65
ETR,103.67
ETRN,11.495
ETSY,68.2899
ETV,13.141
ETW,8.175
ETWO,4.36
ETX           ,18.3492
ETY,13.45
EU,4.39
EUDA,1.86
EUDAW,0.27
EURN,15.27
EVA,0.4598
EVAX,3.052
EVBG,34.825
EVBN,30.1
EVC,1.65
EVCM,9.1
EVE,10.93
EVER,18.29
EVEX,5.47
EVF,6.36
EVG,10.5987
EVGN,0.7849
EVGO,2.475
EVGOW,0.1951
EVGR,11.32
EVH,32.52
EVI,23.95
EVLV,3.615
EVLVW,0.4
EVM,9.5475
EVN,10.1834
EVO,7.26
EVOK,0.593
EVR,198.71
EVRG,51.99
EVRI,9.57
EVT,23.1441
EVTC,38.24
EVTL,0.82
EVTV,2.47
EVV,9.765
EW,95.055
EWBC,76.505
EWCZ,13.0
EWTX,16.93
EXAI,6.075
EXAS,63.03
EXC,36.92
EXEL,23.855
EXFY,1.845
EXG,8.09
EXK,2.15
EXLS,31.08
EXP,264.39
EXPD,120.915
EXPE,136.72
EXPI,9.77
EXPO,82.14
EXR,140.745
EXTO,4.945
EXTR,11.75
EYE,22.815
EYEN,1.16
EYPT,23.465
EZFL,1.735
EZGO,0.0859
EZPW,10.77
F,12.8
F^B,25.26
F^C,24.56
F^D,26.0817
FA,16.0
FAF,58.79
FAM,6.6
FAMI,0.9192
FANG,193.9
FANH,4.66
FARM,3.4
FARO,21.92
FAST,78.965
FAT,7.7908
FATBB,6.48
FATBP,16.37
FATBW,5.22
FATE,7.385
FATH,4.6299
FAX,2.725
FBIN,83.58
FBIO,1.99
FBIOP,16.5
FBIZ,35.5
FBK,37.49
FBLG,11.98
FBMS,24.6286
FBNC,35.19
FBP,17.235
FBRT,13.54
FBRT^E,21.34
FBRX,0.7
FBYD,9.66
FBYDW,0.7878
FC,40.525
FCAP,28.84
FCBC,33.63
FCCO,17.7
FCEL,1.195
FCF,13.595
FCFS,121.68
FCN,206.415
FCNCA,1597.0
FCNCO,23.35
FCNCP,22.8415
FCO,5.36
FCPT,24.39
FCRX,24.1332
FCT,10.3693
FCUV,0.5599
FCX,45.985
FDBC,48.42
FDMT,34.16
FDP,25.05
FDS,454.835
FDUS,19.03
FDX,264.155
FE,38.39
FEAM,1.25
FEBO,8.66
FEDU,10.5
FEI           ,9.47
FEIM,10.85
FELE,105.32
FEMY,1.71
FEN,16.1
FENC,11.1
FENG,1.65
FERG,221.31
FET,18.55
FEXD,10.9
FEXDR,0.0802
FF,7.985
FFA,19.1804
FFBC,21.91
FFC,14.85
FFIC,12.12
FFIE,0.1208
FFIEW,0.013
FFIN,31.4
FFIV,191.91
FFNW,20.6101
FFWM,7.38
FG,40.69
FGB,3.63
FGBI,10.4
FGBIP,18.25
FGEN,2.4
FGF,1.36
FGFPP,17.903
FGI,1.5997
FGIWW,0.1575
FGN,26.17
FHB,21.81
FHI,35.63
FHLTW,0.06
FHN,15.325
FHN^B,24.1999
FHN^C,24.05
FHN^D,25.11
FHN^E,23.77
FHN^F,17.97
FHTX,6.765
FI,155.71
FIAC,11.03
FIACU,10.7643
FIACW,0.023
FIBK,26.47
FICO,1287.46
FIF,17.8297
FIGS,5.0
FIHL,18.62
FINS,12.3701
FINV,4.949
FINW,10.05
FIP,6.22
FIS,71.31
FISI,18.965
FITB,36.8115
FITBI,26.195
FITBO,23.28
FITBP,25.28
FIVE,176.95
FIVN,62.19
FIX,325.04
FIXX,0.8801
FIZZ,47.6
FKWL,2.95
FL,23.595
FLC,15.33
FLEX,28.385
FLFV,10.87
FLFVW,0.035
FLGC,1.15
FLGT,21.81
FLIC,10.9
FLJ,0.685
FLL,4.97
FLNC,15.925
FLNG,25.2999
FLNT,0.47
FLO,23.125
FLR,40.49
FLS,45.87
FLT,306.44
FLUT,218.945
FLUX,4.15
FLWS,11.0
FLXS,34.965
FLYW,25.64
FLYX,13.1
FMAO,20.23
FMBH,31.63
FMC,64.8
FMN,11.1247
FMNB,12.92
FMS,19.11
FMST,2.4
FMSTW,0.6
FMX,129.87
FMY,11.76
FN,207.445
FNA,9.65
FNB,13.71
FNCB,6.03
FNCH,2.76
FND,134.165
FNF,52.32
FNGR,2.2457
FNKO,6.385
FNLC,23.25
FNV,116.85
FNVT,11.24
FNWB,15.605
FNWD,24.72
FOA,0.7141
FOF,11.48
FOLD,11.89
FONR,22.14
FOR,37.3599
FORA,3.48
FORD,0.59
FORL,10.65
FORLW,0.0281
FORM,44.5
FORR,21.79
FORTY,82.2117
FOSL,0.9721
FOSLL,9.25
FOUR,72.32
FOX,27.63
FOXA,30.325
FOXF,49.59
FOXO,0.3055
FPAY,1.26
FPF,17.94
FPH,3.17
FPI,10.95
FPL,7.51
FR,52.44
FRA,12.945
FRAF,26.6941
FRBA,13.455
FRD,17.2843
FREE,4.805
FREEW,0.055
FRES,0.7525
FREY,1.6199
FRGE,2.035
FRGT,1.49
FRHC,72.92
FRLA,11.12
FRME,34.27
FRMEP,25.3636
FRO,23.37
FROG,44.113
FRPH,61.23
FRPT,113.9637
FRSH,18.525
FRST,12.19
FRSX,0.965
FRT,102.0
FRT^C,23.3126
FRZA,0.5
FSBC,22.9
FSBW,33.76
FSCO,5.85
FSD,11.96
FSEA,8.3299
FSFG,16.71
FSI,1.918
FSK,18.68
FSLR,153.64
FSLY,13.055
FSM,3.4847
FSP,2.22
FSR,0.1264
FSS,82.24
FSTR,25.105
FSV,169.18
FT,6.5
FTAI,65.39
FTAIM,25.3
FTAIN,25.2297
FTAIO,25.2501
FTAIP,25.2
FTCI,0.5578
FTDR,31.89
FTEK,1.16
FTEL,6.95
FTF,6.2863
FTFT,1.0203
FTHM,1.8971
FTHY,14.31
FTI,25.345
FTII,11.11
FTK,3.66
FTLF,21.71
FTNT,68.3
FTRE,40.7875
FTS,39.61
FTV,86.35
FUBO,1.5967
FUFU,5.06
FUFUW,0.3899
FUL,81.135
FULC,9.88
FULT,15.64
FULTP,19.51
FUN,42.47
FUNC,22.64
FUND,7.79
FURY,0.4124
FUSB,9.01
FUSN,21.14
FUTU,55.775
FUV,0.501
FVCB,12.36
FVRR,22.9811
FWBI,4.4612
FWONA,60.03
FWONK,67.68
FWRD,28.46
FWRG,24.48
FXNC,17.58
FYBR,23.96
G,32.845
GAB,5.495
GAB^G,22.017
GAB^H,22.05
GAB^K,22.1143
GABC,32.96
GAIA,2.96
GAIN,13.9289
GAINL,25.72
GAINN,24.3095
GAINZ,23.038
GALT,2.395
GAM,46.3599
GAM^B,25.16
GAMB,8.8
GAMC,10.69
GAMCW,0.21
GAME,1.4728
GAN,1.31
GANX,4.3919
GASS,5.935
GATE,10.46
GATEW,0.025
GATO,8.07
GATX,131.5
GAU,1.21
GB,4.712
GBAB,16.4726
GBBK,10.7552
GBBKR,0.0595
GBBKW,0.01
GBCI,38.82
GBDC,15.895
GBIO,3.27
GBLI,29.0
GBNY,10.0
GBR,1.05
GBTG,5.79
GBX,49.81
GCBC,27.28
GCI,2.2
GCMG,8.94
GCMGW,0.263
GCO,27.57
GCT,31.07
GCTK,0.325
GCV,3.7197
GD,283.47
GDC,1.4103
GDDY,121.19
GDEN,35.24
GDEV,2.3
GDHG,0.4749
GDL,7.975
GDL^C,49.1501
GDO,12.465
GDOT,9.28
GDRX,6.75
GDS,8.245
GDST,10.98
GDSTR,0.08
GDSTU,11.06
GDSTW,0.0105
GDTC,2.35
GDV,22.98
GDV^H,23.9899
GDV^K,19.6299
GDYN,12.89
GE,175.97
GECC,10.53
GECCM,25.1
GECCO,24.3
GECCZ,25.07
GEF,65.44
GEG,1.9201
GEGGL,21.8005
GEHC,91.8625
GEL,11.15
GEN,22.1
GENC,16.265
GENE,2.62
GENI,5.795
GENK,10.715
GEO,14.575
GEOS,12.87
GERN,3.31
GES,31.685
GETR,0.315
GETY,4.77
GEVO,0.6551
GF,8.47
GFAI,3.88
GFAIW,0.45
GFF,74.0491
GFI,15.305
GFL,35.315
GFR,6.03
GFS,53.15
GGAL,25.83
GGB,4.395
GGE,0.0313
GGG,94.51
GGN,3.835
GGN^B,22.1461
GGR,1.7802
GGROW,0.085
GGT,5.76
GGT^E,22.82
GGT^G,22.7
GGZ,11.95
GH,17.86
GHC,734.43
GHG,3.2384
GHI,16.855
GHIX,10.6
GHIXU,10.5833
GHIXW,0.24
GHLD,14.75
GHM,25.39
GHRS,10.49
GHSI,9.1
GHY,11.79
GIB,116.74
GIC,46.88
GIFI,6.996
GIGM,1.26
GIII,28.66
GIL,37.785
GILD,73.53
GILT,5.605
GIPR,3.89
GIPRW,0.35
GIS,68.53
GJH,8.9095
GJO,25.05
GJP,24.8
GJR,25.1
GJS,22.1301
GJT,22.05
GKOS,87.85
GL,116.17
GL^D,21.0408
GLACR,0.2001
GLAD,10.4
GLADZ,25.5
GLBE,37.74
GLBS,2.18
GLBZ,5.85
GLDD,8.6
GLDG,0.8635
GLLI,10.91
GLMD,0.3175
GLNG,24.315
GLO,5.1
GLOB,201.29
GLOG^A,26.95
GLOP^A,24.86
GLOP^B,25.3599
GLOP^C,25.1101
GLP,48.56
GLP^A,25.42
GLP^B,26.2761
GLPG,33.57
GLPI,45.365
GLQ,6.5299
GLRE,12.35
GLSI,18.29
GLST,10.72
GLSTR,0.071
GLSTW,0.0122
GLT,1.755
GLTO,0.7747
GLU,13.8774
GLU^A,43.8
GLU^B,49.82
GLUE,7.56
GLV,5.6
GLW,33.26
GLYC,2.915
GM,43.0
GMAB,29.69
GMDA,0.394
GME,13.8
GMED,52.17
GMFI,11.095
GMFIU,11.3
GMFIW,0.06
GMGI,2.95
